Institute Code,Institute,Program,Category,Quota,Opening Rank,Closing Rank
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),BC(AF),Home State,309237,369208
800091,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",EWS(OPEN),Home State,59622,65974
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)","Electronics and Communication
Engineering (Shift I)",EWS(OPEN),Home State,59732,66286
800091,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",BC,Home State,59739,67242
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,60553,64339
800164,"PRANVEER SINGH INSTITUTE OF
TECHNOLOGY,KANPUR (0164)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,60574,178651
800422,"BANSAL INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0422)",Computer Science and Engineering (Shift I),OPEN,All India,60728,826258
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Information Technology (Shift I)(FW),OPEN(TF),Home State,60787,75653
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)","Electronics and Communication
Engineering (Shift I)",BC,Home State,60898,65956
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electronics Engineering (Shift I),BC,Home State,60926,65646
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,Home State,61491,65636
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I),OPEN,Home State,61498,69356
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)(FW)",OPEN(TF),Home State,61511,232553
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I)(FW),OPEN(TF),Home State,61655,62575
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),OPEN,All India,61740,105471
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,61799,66963
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),OPEN(GIRL),Home State,62340,84535
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,62570,225186
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electronics Engineering (Shift I),EWS(OPEN),Home State,62609,65930
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Electrical Engineering (Shift I),OPEN(AF),Home State,62628,62628
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Information Technology (Shift I),BC(AF),Home State,644148,644148
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",OPEN,Home State,62643,124376
800165,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR
(0165)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,63378,417174
800222,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR
(0222)",Computer Science and Engineering (Shift I),OPEN,All India,63404,470696
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),BC,Home State,63516,68771
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),EWS(OPEN),Home State,63865,66077
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),OPEN,All India,64734,84060
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),OPEN,Home State,65295,72257
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Data
Science) (Shift I)(FW)",OPEN(TF),Home State,65299,113942
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),OPEN,Home State,65723,72760
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN(GIRL),Home State,66194,68731
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Computer Science and Engineering (Shift I),OPEN,All India,66229,210610
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),OPEN(GIRL),Home State,66243,72522
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Data
Science) (Shift I)",EWS(OPEN),Home State,66547,69669
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,66658,77862
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)",Computer Science (Shift I),OPEN,Home State,66751,158349
,"OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",,,,,
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Shift I)(FW),OPEN(TF),Home State,66843,90273
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)","Computer Science and
Engineering(Internet of Things) (Shift I)",OPEN,All India,66852,387223
801503,"M. J. P. Ruhelkhand University, Bareilly (1503)","Computer Science and Information
Technology (Shift I)",OPEN,Home State,67190,180302
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,67392,86822
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Computer Science and Engineering (Shift I),BC(Girl),Home State,67502,85895
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I),OPEN(GIRL),Home State,67663,77898
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Information
Technology (Shift I)",BC(AF),Home State,782212,782212
800165,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR
(0165)",Computer Science and Engineering (Shift I),OPEN,All India,67677,697486
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)(FW)",OPEN(TF),Home State,67684,77446
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Electrical Engineering (Shift I),BC(Girl),Home State,67752,72161
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence (AI) And Data Science
(Shift I)",OPEN,All India,67838,158488
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Data
Science) (Shift I)",BC,Home State,67893,74399
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Information Technology (Shift I)(FW),OPEN(TF),Home State,68221,92027
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Information Technology (Shift I),BC(Girl),Home State,68474,73011
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,69235,81717
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I),BC,Home State,69401,72733
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Information Technology (Shift I),OPEN(AF),Home State,69403,71089
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),OPEN,All India,69413,101062
,,Machine Learning)  (Shift I),,,,
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),OPEN,Home State,69666,81337
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,69716,124363
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Information Technology (Shift I),OPEN,All India,69921,115588
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",SC(Girl),Home State,70035,97716
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I),EWS(OPEN),Home State,70085,71853
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),BC,Home State,70303,79460
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),OPEN,All India,70505,79896
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),EWS(OPEN),Home State,70599,76590
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),EWS(OPEN),Home State,70603,73580
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Information Technology (Shift I),BC(Girl),Home State,70756,72183
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Information
Technology (Shift I)(FW)",OPEN(TF),Home State,70877,91701
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)",Computer Science and Engineering (Shift I),OPEN,All India,70967,197660
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),OPEN,Home State,71066,77029
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I)(FW),OPEN(TF),Home State,71275,71407
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),OPEN,All India,71329,82950
,"OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",(Artificial Intelligence) (Shift I),,,,
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),BC,Home State,71657,77869
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,71698,102957
800802,"NITRA TECHNICAL CAMPUS,GHAZIABAD (0802)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,71712,122893
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I)(FW),OPEN(TF),Home State,71713,85907
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)",Computer Science and Engineering (Shift I),OPEN,All India,71754,346254
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),BC,Home State,71903,75092
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Information Technology (Shift I)(FW),OPEN(TF),Home State,72045,96088
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Information
Technology (Shift I)",OPEN,All India,72058,98481
800161,"KRISHNA  ENGG. COLLEGE,GHAZIABAD (0161)",Computer Science and Engineering (Shift I),OPEN,All India,72194,713789
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),OPEN(GIRL),Home State,72231,81480
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I)(FW),OPEN(TF),Home State,72251,74852
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I),OPEN,Home State,72433,80054
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),OPEN,Home State,72550,91187
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Mechanical Engineering (Shift I),BC(Girl),Home State,72704,89805
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electronics Engineering (Shift I),BC(Girl),Home State,73098,76935
800139,"KALICHARAN NIGAM INSTITUTE OF
TECHNOLOGY,BANDA (0139)",Computer Science and Engineering (Shift I),OPEN,All India,73212,831533
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)","Electronics and Communication
Engineering (Shift I)",OPEN(AF),Home State,73238,73238
800164,"PRANVEER SINGH INSTITUTE OF
TECHNOLOGY,KANPUR (0164)",Computer Science and Engineering (Shift I),OPEN,All India,73384,468560
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I)(FW),OPEN(TF),Home State,73435,90260
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Artificial Intelligence (AI) And Data Science (Shift I),OPEN,All India,73794,245157
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,73932,78062
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),BC,Home State,74166,78483
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,74273,80483
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Computer Science (Shift I),OPEN,All India,74528,213288
800091,J.S.S. ACADEMY OF TECHNICAL,Computer Science and Engineering (Shift I),OPEN(AF),Home State,74590,82999
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),EWS(OPEN),Home State,74671,75528
800014,"SHRI RAMMURTI SMARAK COLLEGE OF ENGG
AND TECHNOLOGY,BAREILLY (0014)",Computer Science and Engineering (Shift I),OPEN,All India,74798,672412
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)",Computer Science and Engineering (Shift I),OPEN,Home State,74801,146281
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence And Machine
Learning (Shift I)",OPEN,All India,74802,172051
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,74967,102248
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)(FW)",OPEN(TF),Home State,75116,75697
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,75141,77245
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)","Electronics and Communication
Engineering (Shift I)",BC(Girl),Home State,75440,82776
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),OPEN,All India,75644,86324
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and
Engineering(Artificial Intelligence & Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,75900,107302
800143,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD
(0143)",Computer Science (Shift I),OPEN,All India,76055,471510
800221,INSTITUTE OF ENGINEERING &,Computer Science and Engineering (Shift I),OPEN,All India,76503,237360
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering(Data Science) (Shift I),OPEN,All India,76800,196741
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I),OPEN,All India,76875,87254
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,77595,145319
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Computer Science and Engineering (Shift I),ST,Home State,77738,77738
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science and Engineering (Shift I),OPEN,Home State,78016,90778
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),OPEN,Home State,78579,89135
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I)(FW),OPEN(TF),Home State,78598,83788
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Computer Science and Engineering (Shift I),OPEN(FF),Home State,78603,78603
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical & Electronics Engineering (Shift I),OPEN,All India,78805,120827
800065,"B.S.A. COLLEGE OF ENGINEERING &
TECHNOLOGY,MATHURA (0065)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,78947,257722
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),OPEN,Home State,78950,85362
800001,"ANAND-ENGG.COLLEGE,AGRA (0001)",Computer Science and Engineering (Shift I),OPEN,All India,79189,208547
,,"Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",,,,
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),OPEN,All India,79422,110895
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,79716,85501
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Civil Engineering (Shift I),OPEN,All India,79855,346717
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,79924,94147
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,79970,97292
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),OPEN(AF),Home State,80025,80025
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I),EWS(OPEN),Home State,80077,84095
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I),BC,Home State,80092,82549
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),BC(Girl),Home State,80137,107315
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,All India,80247,88863
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),OPEN,Home State,80490,87063
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Computer Science and Engineering (Shift I),OPEN(FF),Home State,80605,80605
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),OPEN(AF),Home State,81048,111980
800054,"B.B.D NATIONAL INSTITUTE OF TECH. &
MANAGEMENT,LUCKNOW (0054)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,81344,179310
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Mechanical Engineering (Shift I),OPEN,All India,81445,381150
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Information Technology (Shift I),OPEN,All India,81659,127111
,"TECHNOLOGY,GHAZIABAD (0033)",,,,,
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),BC,Home State,81794,98575
800223,"VIVEKANAND INSTITUTE OF TECHNOLOGY &
SCIENCE,GHAZIABAD (0223)",Computer Science and Engineering (Shift I),OPEN,All India,81904,377171
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Computer Science (Shift I)(FW),OPEN(TF),Home State,81913,102031
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Artificial Intelligence And Machine
Learning (Shift I)",OPEN,All India,82185,115400
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),OPEN,Home State,82477,100012
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)",Mechanical Engineering (Shift I),OPEN,All India,82551,82551
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",OPEN(GIRL),Home State,82578,141735
800097,GALGOTIA'S COLLEGE OF ENGG. &,Computer Science and Engineering(Data,OPEN,All India,82703,112924
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,83402,88147
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Information Technology (Shift I),OPEN,All India,83751,148573
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,Home State,83766,96793
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),OPEN(GIRL),Home State,84241,91842
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering(Data
Science) (Shift I)(FW)",OPEN(TF),Home State,84272,87292
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,84455,102484
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)(FW)",OPEN(TF),Home State,84482,115403
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,84639,119041
800230,"DRONACHARYA GROUP OF
INSTITUTIONS,GAUTAM BUDDH NAGAR (0230)",Information Technology (Shift I),OPEN,All India,84660,568309
,"TECHNOLOGY,JHANSI (0043)",,,,,
801503,"M. J. P. Ruhelkhand University, Bareilly (1503)","Computer Science and Information
Technology (Shift I)",OPEN(GIRL),Home State,84691,174092
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),BC(Girl),Home State,84757,97788
801509,"Dr. Shakuntala Misra National Rehabilitation
University, Lucknow (1509)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,84897,296259
800090,"I.E.C. COLLEGE OF ENGINEERING &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0090)",Computer Science and Engineering (Shift I),OPEN,All India,84945,755477
